Gene.symbol	t-score	FoldChange	pvalue	FDR
SPON1	-0.5345844	0.984922893	0.595	0.962
SPON2	1.1270717	1.119147452	0.265	0.889
SPOP	2.6633804	1.193247315	0.0103	0.367
SPOPL	0.2054509	1.025544462	0.838	0.986
SPOUT1	0.9454224	1.060244905	0.349	0.912
SPP1	-1.499022	0.929496804	0.14	0.828
SPP2	-0.363058	0.976883645	0.718	0.978
SPPL2A	0.7725324	1.029816143	0.443	0.934
SPPL2C	-0.4989309	0.986338587	0.62	0.964
SPPL3	-0.8856901	0.966513025	0.38	0.918
SPR	-0.9053563	0.960581727	0.37	0.916
SPRED1	0.0322742	1.001074539	0.974	0.998
SPRED2	-0.7709509	0.971998815	0.444	0.935
SPRN	-0.0229103	0.999114619	0.982	0.998
SPRR1A	0.4644268	1.014455499	0.644	0.966
SPRR1B	-0.0522506	0.998245847	0.959	0.998
SPRR2G	-0.0350588	0.998439316	0.972	0.998
SPRR3	1.1607971	1.041547843	0.251	0.883
SPRR4	0.4332446	1.023432462	0.667	0.971
SPRTN	-1.3030913	0.874980955	0.198	0.868
SPRY2	0.9084963	1.179800732	0.368	0.915
SPRY3	0.3148493	1.022363397	0.754	0.98
SPRY4	0.8423504	1.030593908	0.404	0.923
SPRYD4	1.5348951	1.071045946	0.131	0.815
SPRYD7	-2.6263397	0.919640878	0.0114	0.381
SPSB2	0.7128231	1.085705815	0.479	0.943
SPSB3	-1.2018761	0.929368177	0.235	0.883
SPTA1	1.3219512	1.064923458	0.192	0.867
SPTAN1	0.9347609	1.177218598	0.354	0.912
SPTB	-1.0221631	0.963427306	0.312	0.899
SPTBN1	-0.8350549	0.974457534	0.408	0.923
SPTBN2	-0.6260055	0.96154046	0.534	0.951
SPTBN4	-1.3503873	0.944885047	0.183	0.864
SPTLC1	-0.3121247	0.981353835	0.756	0.98
SPTLC2	3.8509306	1.422953877	0.00033	0.0387
SPTLC3	-1.6937513	0.949487373	0.0964	0.774
SPTSSB	-0.0786137	0.993417998	0.938	0.998
SPX	0.2563219	1.023630756	0.799	0.982
SPZ1	-1.4734625	0.962150724	0.147	0.838
SQLE	1.3980418	1.089717366	0.168	0.852
SQOR	2.5267907	1.16912048	0.0147	0.426
SRARP	-1.0876967	0.942340197	0.282	0.893
SRBD1	2.4415624	1.347554676	0.0181	0.473
SRC	0.3332358	1.008644499	0.74	0.979
SRCIN1	0.6406029	1.035154205	0.525	0.949
SRD5A1	-0.249601	0.982518747	0.804	0.982
SRD5A2	-0.5549186	0.975818493	0.581	0.962
SREBF1	0.1071569	1.005471229	0.915	0.996
SREBF2	0.2566872	1.011831711	0.798	0.982
SREK1IP1	-0.7062125	0.950283181	0.483	0.944
SRF	0.0900226	1.003438522	0.929	0.997
SRFBP1	0.0672142	1.006030783	0.947	0.998
SRGAP1	-0.8791673	0.958912791	0.383	0.918
SRGAP2	3.5261801	1.400849026	0.000901	0.0834
SRGAP2C	1.8180142	1.271144605	0.0749	0.736
SRGN	-0.3951018	0.971546815	0.694	0.973
SRI	0.1286408	1.007114246	0.898	0.994
SRL	-0.4477343	0.972363578	0.656	0.968
SRM	0.1569949	1.013119905	0.876	0.991
SRP54	-2.4696008	0.812936883	0.0169	0.455
SRP68	-1.6502393	0.933498047	0.105	0.788
SRP72	0.3951049	1.022471677	0.694	0.973
SRPK1	-0.4995863	0.980556081	0.62	0.964
SRPK2	-0.6206924	0.957983113	0.538	0.951
SRPK3	-1.081664	0.956296791	0.284	0.893
SRPRB	-0.6021202	0.974855032	0.55	0.953
SRPX	-2.1497933	0.893933873	0.0363	0.607
SRPX2	-0.1176318	0.995192446	0.907	0.996
SRR	2.2568178	1.133876097	0.0283	0.559
SRRM1	-0.0873654	0.991825244	0.931	0.998
SRRM2	-1.9977495	0.87338514	0.0511	0.659
SRRM3	-0.8860643	0.95977039	0.38	0.918
SRRT	-0.4276532	0.977041421	0.671	0.972
SRSF1	0.0408949	1.00327001	0.968	0.998
SRSF11	-1.2360166	0.932774226	0.222	0.878
SRSF12	-1.1099318	0.973376352	0.272	0.889
SRSF2	-1.4335583	0.932611064	0.158	0.846
SRSF3	-0.3117248	0.979964627	0.757	0.98
SRSF4	-1.2540496	0.915054559	0.216	0.877
SRSF5	-0.1064511	0.995539138	0.916	0.996
SRSF7	-1.503231	0.922591452	0.139	0.826
SRXN1	-0.2334122	0.974578026	0.816	0.984
SRY	1.4901176	1.053957315	0.142	0.831
SS18L1	0.5621634	1.08766786	0.576	0.962
SS18L2	-1.5987268	0.910901858	0.116	0.803
SSBP1	-1.6151068	0.950369123	0.112	0.8
SSC4D	-1.5738009	0.907193413	0.122	0.807
SSC5D	-0.6261671	0.96332797	0.534	0.951
SSH1	-1.1357758	0.927564274	0.261	0.889
SSH3	0.2162571	1.007653069	0.83	0.985
SSMEM1	-0.6020806	0.985419687	0.55	0.953
SSNA1	-0.7399616	0.956146613	0.463	0.94
SSPN	-0.7275687	0.974350401	0.47	0.942
SSR1	-0.4243421	0.975133981	0.673	0.972
SSR2	-2.5409261	0.807647194	0.0141	0.421
SSR3	-1.7586124	0.906383228	0.0846	0.753
SSR4	-1.1206522	0.927816726	0.268	0.889
SSRP1	-0.2217703	0.987539562	0.825	0.984
SSSCA1	-0.1860177	0.989345834	0.853	0.988
SST	-0.6050969	0.972453472	0.548	0.953
SSTR1	-1.0280236	0.972759871	0.309	0.899
SSTR2	0.3507254	1.014820136	0.727	0.978
SSTR3	-0.8847088	0.960254217	0.38	0.918
SSTR5	-1.26958	0.937490113	0.21	0.877
SSU72	-0.7379391	0.973345964	0.464	0.94
SSX2IP	1.3902431	1.101817598	0.17	0.853
ST14	0.1295528	1.009514505	0.897	0.994
ST3GAL2	0.3728187	1.016634827	0.711	0.976
ST3GAL3	-0.8651203	0.973842427	0.391	0.92
ST3GAL4	-1.7478792	0.934472135	0.0865	0.754
ST3GAL5	1.0972619	1.083246196	0.278	0.891
ST3GAL6	0.6100959	1.05127793	0.545	0.952
ST5	-1.1772391	0.953848893	0.245	0.883
ST6GAL1	1.4875922	1.105877014	0.143	0.832
ST6GAL2	-1.3337233	0.974555511	0.188	0.867
ST6GALNAC1	-0.1446987	0.984278598	0.886	0.992
ST6GALNAC2	-1.300088	0.896819032	0.199	0.87
ST6GALNAC3	-0.7211786	0.958591239	0.474	0.943
ST6GALNAC4	-0.8737952	0.965455922	0.386	0.919
ST6GALNAC5	0.3127738	1.006354018	0.756	0.98
ST6GALNAC6	-1.6538647	0.915482295	0.104	0.785
ST7	0.1927417	1.010617908	0.848	0.987
ST7L	1.0187525	1.048195492	0.313	0.899
ST8SIA1	-1.1376605	0.881339194	0.261	0.888
ST8SIA2	-0.9319382	0.975015001	0.356	0.912
ST8SIA3	0.2055525	1.00453644	0.838	0.986
ST8SIA4	0.9874317	1.133715807	0.328	0.904
ST8SIA5	0.2660532	1.01377497	0.791	0.982
STAB1	1.4150423	1.092350088	0.163	0.848
STAB2	0.2706984	1.011163842	0.788	0.982
STAC	0.3561229	1.014382105	0.723	0.978
STAC2	-0.8432093	0.956320442	0.403	0.923
STAC3	0.6944993	1.046498381	0.491	0.944
STAG1	-0.4347176	0.966826881	0.666	0.971
STAG2	0.1751298	1.010703724	0.862	0.99
STAG3	-0.2385772	0.98248016	0.812	0.984
STAM2	-0.2239463	0.989245347	0.824	0.984
STAMBP	2.0187498	1.256763329	0.0488	0.653
STAMBPL1	0.9048816	1.038208857	0.37	0.916
STAP1	1.3905993	1.155065288	0.17	0.853
STAP2	-0.0874158	0.996596305	0.931	0.998
STAR	-0.5039397	0.980534074	0.616	0.964
STARD10	-2.4068884	0.883769201	0.0197	0.488
STARD13	-0.8925534	0.959477533	0.376	0.917
STARD3NL	1.5919162	1.119557767	0.118	0.804
STARD5	0.4249595	1.028202582	0.673	0.972
STARD6	-0.8835533	0.972806801	0.381	0.918
STARD7	0.2424323	1.0104574	0.809	0.983
STARD8	-0.3486482	0.981809615	0.729	0.978
STARD9	-0.6280768	0.957081183	0.533	0.95
STAT1	6.5718095	2.054596112	2.58E-08	0.0000118
STAT2	4.8443169	1.345061511	0.0000123	0.00256
STAT3	-0.2125112	0.987367956	0.833	0.986
STAT4	-1.3656561	0.902671054	0.178	0.859
STAT5A	-1.1448222	0.944457492	0.258	0.888
STAT6	1.1022379	1.090518194	0.276	0.89
STAU1	-1.1109263	0.951533444	0.272	0.889
STAU2	1.2722221	1.1364153	0.209	0.877
STBD1	0.1430045	1.003323022	0.887	0.992
STC1	-0.5249809	0.981467642	0.602	0.964
STC2	-0.2220943	0.989510808	0.825	0.984
STEAP1	0.547563	1.014545396	0.586	0.962
STEAP2	-1.7223327	0.949137383	0.0911	0.763
STEAP3	-0.1913959	0.993702225	0.849	0.987
STEAP4	-2.0056488	0.767567478	0.0502	0.657
STIL	0.9716904	1.059042334	0.336	0.907
STIM1	-1.1008129	0.96643616	0.276	0.891
STIP1	0.9660142	1.081019689	0.339	0.908
STK11	0.0490231	1.002724508	0.961	0.998
STK11IP	0.9323174	1.069039315	0.356	0.912
STK16	0.1894213	1.009759648	0.851	0.988
STK17B	-1.5066661	0.892906161	0.138	0.825
STK24	-0.7415617	0.970091073	0.462	0.94
STK25	1.3478825	1.123463178	0.184	0.864
STK26	-1.179405	0.925858117	0.244	0.883
STK3	-0.5230145	0.986232766	0.603	0.964
STK31	0.1719046	1.007290784	0.864	0.99
STK32A	-0.4687371	0.987613457	0.641	0.966
STK32B	-0.4339564	0.981649783	0.666	0.971
STK32C	-0.9612685	0.951311946	0.341	0.909
STK33	-0.9231619	0.975834206	0.36	0.914
STK35	-1.752142	0.90941615	0.0858	0.754
STK38	-0.063346	0.99572701	0.95	0.998
STK38L	0.1064793	1.00838634	0.916	0.996
STK4	-2.3765853	0.917383313	0.0213	0.501
STK40	0.5399474	1.026964442	0.592	0.962
STMN1	2.2194913	1.152915661	0.0309	0.583
STMN2	-0.7563811	0.982148241	0.453	0.938
STMN4	1.0720664	1.055679957	0.289	0.894
STMP1	-0.2382734	0.98426178	0.813	0.984
STN1	-1.0470937	0.938291929	0.3	0.898
STOM	2.9242328	1.339386043	0.00514	0.262
STOML1	0.196302	1.008405275	0.845	0.987
STOML2	-0.3907252	0.968622479	0.698	0.974
STOML3	0.6880206	1.020898834	0.495	0.945
STON1	-0.8988048	0.979003654	0.373	0.916
STON2	1.6224053	1.065713932	0.111	0.798
STOX1	0.129222	1.003531255	0.898	0.994
STPG1	-1.7435331	0.947361816	0.0873	0.755
STPG3	-0.9731707	0.94827537	0.335	0.907
STPG4	-0.5673713	0.974964436	0.573	0.961
STRA6	-0.84145	0.979597543	0.404	0.923
STRADA	0.4108271	1.014886759	0.683	0.972
STRBP	-0.2457185	0.980730697	0.807	0.983
STRIP1	0.4319263	1.018251119	0.668	0.971
STRIP2	-0.0733679	0.997769905	0.942	0.998
STRN	0.3040873	1.021020632	0.762	0.98
STRN3	0.2383132	1.017783882	0.813	0.984
STRN4	1.3341841	1.110448996	0.188	0.867
STS	0.5601499	1.028447529	0.578	0.962
STT3A	0.4535938	1.042677347	0.652	0.967
STT3B	-0.4630342	0.97911174	0.645	0.966
STUB1	0.2265406	1.019602058	0.822	0.984
STUM	0.9813779	1.045410069	0.331	0.906
STX10	-1.0483102	0.923238703	0.299	0.897
STX11	1.3273222	1.115834219	0.19	0.867
STX12	-0.5614289	0.970836726	0.577	0.962
STX16	-1.3009482	0.941535234	0.199	0.869
STX18	0.1875011	1.011336891	0.852	0.988
STX1A	1.1212285	1.0841784	0.267	0.889
STX1B	1.2184014	1.082619388	0.229	0.882
STX2	0.3490671	1.024017173	0.728	0.978
STX3	-0.1834722	0.984543285	0.855	0.988
STX4	0.5945526	1.028831058	0.555	0.956
STX6	-0.114185	0.993073022	0.91	0.996
STX8	0.9180388	1.039185705	0.363	0.915
STXBP1	-0.4467201	0.968341473	0.657	0.968
STXBP2	-0.2176705	0.990937114	0.829	0.985
STXBP3	-0.2730154	0.970369432	0.786	0.982
STXBP4	-0.7486759	0.985803706	0.457	0.938
STXBP5	-0.716671	0.941260449	0.477	0.943
STXBP5L	-0.9056317	0.975502611	0.369	0.916
STXBP6	-0.112152	0.997467583	0.911	0.996
STYK1	0.1369944	1.011768206	0.892	0.993
STYX	0.5543151	1.043096954	0.582	0.962
STYXL1	1.440041	1.137296853	0.156	0.846
SUB1	2.1046787	1.132558145	0.0403	0.626
SUCLG1	1.3211645	1.104879128	0.192	0.867
SUCNR1	2.4064539	1.180733611	0.0198	0.488
SUCO	-0.8696861	0.944038571	0.389	0.919
SUDS3	-1.1166885	0.900359152	0.269	0.889
SUFU	-1.4095611	0.960731882	0.165	0.85
SUGP1	0.3283709	1.021906159	0.744	0.979
SUGP2	-1.2778858	0.918231717	0.207	0.876
SUGT1	1.836348	1.163432636	0.0721	0.732
SULF1	1.4366722	1.046906174	0.157	0.846
SULF2	0.2804892	1.025758607	0.78	0.981
SULT1B1	0.8968109	1.091522727	0.374	0.916
SULT1C2	-0.089985	0.998192251	0.929	0.997
SULT1C4	0.7417209	1.023250137	0.462	0.94
SULT1E1	0.0244514	1.000577794	0.981	0.998
SULT2A1	0.0773793	1.001925133	0.939	0.998
SULT2B1	-0.9754075	0.953006243	0.334	0.907
SULT4A1	-0.0283448	0.998655873	0.977	0.998
SUMF1	-0.5946515	0.953707316	0.555	0.956
SUMF2	-0.3559433	0.987303974	0.723	0.978
SUMO1	-0.3031664	0.970941325	0.763	0.98
SUMO3	-0.208101	0.99138323	0.836	0.986
SUN1	-0.0970287	0.990991707	0.923	0.997
SUN2	-0.0272661	0.997835782	0.978	0.998
SUN3	-0.0544615	0.998128426	0.957	0.998
SUN5	-0.7145296	0.976879169	0.478	0.943
SUOX	-0.48767	0.975634703	0.628	0.965
SUPT16H	-0.948478	0.945642231	0.347	0.912
SUPT20H	0.3363493	1.022707447	0.738	0.979
SUPT3H	1.2779737	1.098729738	0.207	0.876
SUPT4H1	0.0953172	1.006709735	0.924	0.997
SUPT5H	-0.5803943	0.959003024	0.564	0.958
SUPT6H	-0.6900252	0.973815251	0.493	0.945
SUPT7L	0.705989	1.040877833	0.483	0.944
SUPV3L1	-1.2891739	0.871715302	0.203	0.872
SURF1	-0.639833	0.964080687	0.525	0.949
SURF2	-0.4881747	0.975713666	0.628	0.965
SURF4	-1.424199	0.930890216	0.16	0.846
SURF6	-2.4053509	0.912156521	0.0198	0.488
SUSD1	2.6829749	1.247855421	0.00981	0.358
SUSD2	-0.5013698	0.979780796	0.618	0.964
SUSD3	0.8126133	1.077341744	0.42	0.927
SUSD4	0.1543778	1.007227173	0.878	0.991
SUSD5	-1.567015	0.950267576	0.123	0.807
SUSD6	-1.6077996	0.902003808	0.114	0.801
SUV39H1	-0.209105	0.991483686	0.835	0.986
SUV39H2	0.675285	1.024020041	0.503	0.946
SUZ12	1.2728716	1.08643557	0.209	0.877
SV2A	-0.8234761	0.965083583	0.414	0.926
SV2B	0.1996802	1.006902834	0.843	0.987
SV2C	-0.9253314	0.977428231	0.359	0.913
SVBP	-0.8064857	0.950221609	0.424	0.928
SVEP1	-0.2081686	0.994166958	0.836	0.986
SVIL	-1.3452657	0.926100745	0.184	0.864
SVIP	-0.602398	0.957860316	0.55	0.953
SVOP	1.4926225	1.04947855	0.142	0.831
SVOPL	-0.4161856	0.986667477	0.679	0.972
SWAP70	0.0234414	1.003101476	0.981	0.998
SWI5	-0.9645932	0.918706117	0.339	0.908
SWSAP1	0.282391	1.015244154	0.779	0.981
SWT1	0.1986681	1.008865101	0.843	0.987
SYBU	-0.7975337	0.980964144	0.429	0.929
SYCE1	0.5769337	1.01619457	0.567	0.959
SYCE3	0.0416644	1.001680817	0.967	0.998
SYCN	0.8963799	1.040086733	0.374	0.916
SYCP1	-0.7779347	0.978914172	0.44	0.933
SYCP2	-0.4548594	0.963225967	0.651	0.966
SYCP3	0.0187617	1.000803791	0.985	0.999
SYDE1	-0.7211506	0.972461332	0.474	0.943
SYDE2	-1.084002	0.846320847	0.283	0.893
SYF2	-1.7219149	0.924159531	0.0911	0.763
SYK	0.977798	1.073420436	0.333	0.906
SYMPK	0.3262002	1.010286749	0.746	0.979
SYN1	0.5023853	1.026160857	0.618	0.964
SYN2	-0.3867121	0.988620289	0.701	0.974
SYNCRIP	1.4063721	1.107218321	0.166	0.85
SYNDIG1	0.4507444	1.019205452	0.654	0.967
SYNDIG1L	0.2253114	1.009175845	0.823	0.984
SYNE1	-0.4155866	0.977535276	0.679	0.972
SYNE3	0.5447152	1.023498324	0.588	0.962
SYNE4	0.9986139	1.04548236	0.323	0.902
SYNGAP1	-0.8230707	0.955716274	0.414	0.926
SYNGR1	-0.4862791	0.977713793	0.629	0.965
SYNGR2	0.6038842	1.051577472	0.549	0.953
SYNGR3	-1.1174449	0.877249612	0.269	0.889
SYNGR4	-0.9931044	0.958165465	0.325	0.903
SYNJ1	1.029115	1.061626089	0.308	0.899
SYNJ2	0.8542221	1.02881686	0.397	0.921
SYNJ2BP	-0.4845569	0.966331737	0.63	0.965
SYNM	-0.0053394	0.999170661	0.996	1
SYNPO2L	-0.8918247	0.980235411	0.377	0.917
SYP	-0.0805879	0.995551421	0.936	0.998
SYPL1	-2.3057604	0.867700611	0.0252	0.534
SYPL2	1.0356463	1.065011523	0.305	0.899
SYT1	-0.3548855	0.99236344	0.724	0.978
SYT11	1.3236811	1.150439575	0.192	0.867
SYT12	-0.7545798	0.963769353	0.454	0.938
SYT13	0.2256705	1.009231107	0.822	0.984
SYT16	-0.2646511	0.993163192	0.792	0.982
SYT17	0.5918318	1.033999179	0.557	0.956
SYT4	-0.2830044	0.990346448	0.778	0.981
SYT5	0.2600047	1.008822795	0.796	0.982
SYT6	-0.0738366	0.996956733	0.941	0.998
SYT7	-1.3649744	0.943974707	0.178	0.86
SYT8	-1.0736381	0.950258711	0.288	0.894
SYT9	-0.6825814	0.979780199	0.498	0.945
SYTL1	0.2390718	1.033647031	0.812	0.984
SYTL2	-0.3715798	0.971155889	0.712	0.977
SYTL3	-1.9762256	0.809369893	0.0535	0.668
SYTL4	0.5020184	1.093792072	0.618	0.964
SYVN1	-0.9941852	0.940839822	0.325	0.902
SZRD1	1.7477286	1.080578064	0.0865	0.754
SZT2	-0.873714	0.960355207	0.386	0.919
TAAR1	0.8683327	1.040810463	0.389	0.919
TAAR2	0.0346233	1.001233772	0.973	0.998
TAAR5	-0.3840691	0.983913266	0.703	0.974
TAAR8	-1.0511594	0.953973946	0.298	0.896
TAAR9	0.5991503	1.023990556	0.552	0.954
TAB1	-0.4910696	0.984170208	0.625	0.965
TAB2	-0.031222	0.998244913	0.975	0.998
TAB3	0.4259071	1.056468154	0.672	0.972
TAC1	-0.8423188	0.973806409	0.404	0.923
TAC3	0.1842693	1.010576208	0.855	0.988
TAC4	-0.5452073	0.975927316	0.588	0.962
TACC1	-1.123671	0.915446176	0.266	0.889
TACC2	-0.2282758	0.994136727	0.82	0.984
TACC3	-2.1887651	0.892272103	0.0332	0.592
TACO1	-0.2041795	0.987459381	0.839	0.986
TACR1	-0.215351	0.99348898	0.83	0.985
TACR2	0.3791499	1.023425319	0.706	0.975
TACR3	-1.0582864	0.962694084	0.295	0.896
TACSTD2	-0.911501	0.961317852	0.366	0.915
TADA1	-0.348539	0.961694165	0.729	0.978
TADA2A	-0.0191989	0.999351847	0.985	0.999
TADA2B	-2.8325556	0.861248297	0.0066	0.302
TADA3	0.4325183	1.026250489	0.667	0.971
TAF1	-2.7947222	0.890948292	0.0073	0.321
TAF10	-1.7355292	0.927377262	0.0887	0.758
TAF11	-1.0842261	0.923571321	0.283	0.893
TAF12	-0.8125772	0.92567424	0.42	0.927
TAF13	-0.9176977	0.963265733	0.363	0.915
TAF15	-1.1120076	0.902904921	0.271	0.889
TAF1A	-0.032971	0.996658844	0.974	0.998
TAF1C	0.8834713	1.048066552	0.381	0.918
TAF1D	-0.8578543	0.945342145	0.395	0.921
TAF1L	0.1860247	1.014365041	0.853	0.988
TAF2	-0.4488164	0.978439376	0.655	0.967
TAF3	0.5577146	1.02582346	0.579	0.962
TAF4	-0.2886885	0.98567129	0.774	0.981
TAF4B	-0.7979481	0.957138483	0.429	0.929
TAF5	-0.4915275	0.965002978	0.625	0.965
TAF5L	-0.8294935	0.964173331	0.411	0.924
TAF6	1.2707209	1.089147963	0.21	0.877
TAF7	-1.2513739	0.922481331	0.217	0.877
TAF7L	-0.0996494	0.997536973	0.921	0.997
TAF8	-0.7203779	0.969860038	0.475	0.943
TAF9B	-0.6372159	0.97390476	0.527	0.949
TAGAP	1.7972525	1.176152294	0.0782	0.744
TAGLN	2.5793064	1.263502413	0.0128	0.403
TAGLN3	2.1731905	1.095562561	0.0344	0.599
TAL2	-0.4069343	0.983369701	0.686	0.972
TALDO1	-1.0370274	0.922643201	0.305	0.899
TAMM41	-0.6191922	0.960776141	0.539	0.951
TANC2	-0.3303077	0.982163674	0.743	0.979
TANGO2	0.3949614	1.025147996	0.695	0.973
TANGO6	-0.9288414	0.935840163	0.357	0.912
TAOK2	-1.1344292	0.954898092	0.262	0.889
TAP1	4.4643944	1.470786429	0.0000446	0.00772
TAP2	4.6930996	1.309146644	0.0000206	0.00401
TAPBP	0.5254988	1.027313679	0.602	0.964
TAPBPL	1.6943446	1.165948624	0.0963	0.774
TAPT1	-2.572621	0.858733048	0.013	0.407
TARBP1	0.7377145	1.04436171	0.464	0.94
TARBP2	-0.937085	0.950993094	0.353	0.912
TARBP2	0.2937402	1.016113211	0.77	0.98
TARS	0.3626805	1.022633307	0.718	0.978
TARS2	-1.8836528	0.909960553	0.0653	0.71
TAS1R1	-0.6185035	0.978801698	0.539	0.951
TAS1R2	0.2369452	1.008426943	0.814	0.984
TAS2R1	0.5065485	1.023914918	0.615	0.964
TAS2R10	-1.4521654	0.949286177	0.153	0.844
TAS2R16	-0.5633782	0.983687081	0.576	0.962
TAS2R38	1.1485264	1.052530055	0.256	0.886
TAS2R39	1.3725496	1.049594533	0.176	0.858
TAS2R40	-1.4867162	0.962221113	0.143	0.832
TAS2R41	-0.6532065	0.975472516	0.517	0.947
TAS2R7	0.2813863	1.009463817	0.78	0.981
TAS2R8	-0.0643298	0.997995441	0.949	0.998
TAS2R9	0.6958721	1.027105175	0.49	0.944
TAT	-0.5859596	0.985694902	0.56	0.957
TATDN2	0.8380843	1.026801487	0.406	0.923
TATDN3	1.4495798	1.07465602	0.153	0.844
TAX1BP1	-0.0558636	0.997209395	0.956	0.998
TAX1BP3	-0.2676497	0.983007535	0.79	0.982
TAZ	-0.263551	0.985464796	0.793	0.982
TBATA	-0.6587753	0.969473803	0.513	0.947
TBC1D1	-0.9119411	0.969479824	0.366	0.915
TBC1D10B	0.9415939	1.081038669	0.351	0.912
TBC1D10C	-0.1402543	0.983970631	0.889	0.993
TBC1D12	-0.7149841	0.953724378	0.478	0.943
TBC1D13	0.0541368	1.002445484	0.957	0.998
TBC1D14	-1.832406	0.879171759	0.0727	0.732
TBC1D15	-1.3825818	0.870863233	0.173	0.857
TBC1D16	-1.3091828	0.963617687	0.196	0.868
TBC1D17	-0.2942703	0.982419417	0.77	0.98
TBC1D19	0.2759602	1.015374969	0.784	0.982
TBC1D2	-0.4176511	0.969464846	0.678	0.972
TBC1D20	-1.1154913	0.951814139	0.27	0.889
TBC1D21	-0.9606903	0.960785491	0.341	0.909
TBC1D22A	0.9942619	1.047041627	0.325	0.902
TBC1D23	-0.5216547	0.961445856	0.604	0.964
TBC1D24	0.3677988	1.018798062	0.715	0.978
TBC1D28	0.7670485	1.033694556	0.447	0.936
TBC1D29	-0.9622953	0.943538832	0.34	0.909
TBC1D2B	-1.6597973	0.881858433	0.103	0.785
TBC1D30	0.6009333	1.021257059	0.551	0.954
TBC1D31	1.8358573	1.121606099	0.0722	0.732
TBC1D32	-1.5083354	0.871129441	0.138	0.825
TBC1D4	-0.279715	0.975925828	0.781	0.981
TBC1D5	0.6867591	1.030669504	0.495	0.945
TBC1D7	-0.5365631	0.973026276	0.594	0.962
TBC1D8	2.598092	1.251352173	0.0122	0.392
TBC1D8B	1.7544912	1.061110257	0.0854	0.754
TBC1D9	0.645508	1.097462147	0.521	0.949
TBC1D9B	1.4767881	1.058509766	0.146	0.837
TBCA	0.4210454	1.024777461	0.675	0.972
TBCB	-0.2613748	0.97911081	0.795	0.982
TBCC	-0.729547	0.942849573	0.469	0.941
TBCCD1	0.4264905	1.039936444	0.672	0.972
TBCD	0.0130621	1.000548249	0.99	0.999
TBCEL	1.1985108	1.148150099	0.236	0.883
TBCK	1.8535574	1.268900961	0.0696	0.725
TBK1	0.7090269	1.072456164	0.482	0.943
TBKBP1	-0.8612206	0.965737966	0.393	0.92
TBL2	1.3433218	1.103568253	0.185	0.864
TBL3	1.0830476	1.088699923	0.284	0.893
TBPL1	-0.36454	0.975772487	0.717	0.978
TBR1	-1.7940435	0.939501519	0.0787	0.744
TBRG1	-1.3341818	0.944247517	0.188	0.867
TBRG4	-0.7476178	0.969726927	0.458	0.939
TBX1	-0.1011902	0.997222791	0.92	0.997
TBX10	-0.3625607	0.984559786	0.718	0.978
TBX15	-0.994655	0.954188081	0.325	0.902
TBX20	-0.5150265	0.980054171	0.609	0.964
TBX21	0.4647345	1.046343307	0.644	0.966
TBX22	-0.5668337	0.985935662	0.573	0.961
TBX4	-0.568878	0.974297501	0.572	0.961
TBX5	-0.764076	0.977776638	0.448	0.936
TBX6	-2.0090927	0.941948376	0.0498	0.657
TBXA2R	1.4947114	1.087900234	0.141	0.831
TBXAS1	-0.1954938	0.983351073	0.846	0.987
TBXT	0.1624365	1.009252584	0.872	0.99
TC2N	-0.5229007	0.939889859	0.603	0.964
TCAIM	0.4244783	1.030217156	0.673	0.972
TCAP	-1.3766445	0.927999401	0.175	0.858
TCEA2	-1.6865759	0.933461561	0.0978	0.776
TCEA3	0.3341787	1.036415567	0.74	0.979
TCEAL1	-0.1711344	0.986665206	0.865	0.99
TCEAL2	-0.6661982	0.944567819	0.508	0.947
TCEAL4	0.2266442	1.013876381	0.822	0.984
TCEAL7	0.618193	1.016877547	0.539	0.951
TCEAL9	0.8309476	1.098477234	0.41	0.923
TCEANC	-0.8852289	0.975189184	0.38	0.918
TCERG1	-0.5568113	0.941638381	0.58	0.962
TCERG1L	0.0365103	1.001276336	0.971	0.998
TCF12	1.1702756	1.112088259	0.247	0.883
TCF15	0.227684	1.020425219	0.821	0.984
TCF19	0.9249538	1.042351635	0.359	0.913
TCF20	-1.7562277	0.918090889	0.0851	0.754
TCF21	-0.3977016	0.990003973	0.693	0.973
TCF24	0.283538	1.007296035	0.778	0.981
TCF25	-0.9031958	0.958967768	0.371	0.916
TCF3	-0.3907049	0.985663508	0.698	0.974
TCF4	1.995545	1.281446537	0.0513	0.66
TCF7	-0.309082	0.967722647	0.759	0.98
TCF7L1	3.1173377	1.209713173	0.003	0.19
TCF7L2	2.9842169	1.328972627	0.00436	0.235
TCFL5	-1.1545196	0.898429703	0.254	0.885
TCHP	0.9753636	1.059922889	0.334	0.907
TCIM	-0.796977	0.982762211	0.429	0.929
TCIRG1	1.4495101	1.148206518	0.153	0.844
TCL1A	0.0843546	1.015213086	0.933	0.998
TCL1B	-1.1968687	0.947350712	0.237	0.883
TCN1	-0.7321774	0.871611726	0.467	0.941
TCN2	3.3115211	1.324491642	0.00171	0.135
TCOF1	0.265959	1.013235697	0.791	0.982
TCP1	-0.726625	0.951998496	0.471	0.942
TCP11	-1.6402496	0.933506912	0.107	0.79
TCTA	1.7537937	1.082088067	0.0855	0.754
TCTE1	0.2073207	1.010265587	0.837	0.986
TCTEX1D1	-1.0275606	0.968422544	0.309	0.899
TCTN1	-2.1132529	0.887804435	0.0395	0.623
TCTN2	-0.9908849	0.965334048	0.326	0.903
